université,code_filiere,bac_type,year,score_min,page,filiere_name,score_prev_year
Universite de Tunis,10168,Mathematiques,2024,122.4829,13,Licence Geomatique Applications,119.8169
Universite de Tunis,10168,Mathematiques,2025,125.2703,13,Licence Geomatique Applications,122.4829
Universite de Tunis,10168,Sciences,2023,110.613,13,Licence Geomatique Applications,
Universite de Tunis,10168,Sciences,2024,110.6701,13,Licence Geomatique Applications,110.613
Universite de Tunis,10168,Sciences,2025,116.77,13,Licence Geomatique Applications,110.6701
Universite de Tunis,10168,Technique,2023,95.7597,13,Licence Geomatique Applications,
Universite de Tunis,10168,Technique,2024,108.7316,13,Licence Geomatique Applications,95.7597
Universite de Tunis,10168,Technique,2025,107.9951,13,Licence Geomatique Applications,108.7316
Universite de Tunis,10190,Economie,2023,114.1525,5,Prepa Langues Arabe,
Universite de Tunis,10190,Economie,2024,104.2475,5,Prepa Langues Arabe,114.1525
Universite de Tunis,10190,Economie,2025,85.65,5,Prepa Langues Arabe,104.2475
Universite de Tunis,10190,Informatique,2023,96.345,5,Prepa Langues Arabe,
Universite de Tunis,10190,Lettres,2023,113.565,5,Prepa Langues Arabe,
Universite de Tunis,10190,Lettres,2024,109.3725,5,Prepa Langues Arabe,113.565
Universite de Tunis,10190,Lettres,2025,101.9425,5,Prepa Langues Arabe,109.3725
Universite de Tunis,10190,Sciences,2023,132.59,5,Prepa Langues Arabe,
Universite de Tunis,10190,Sciences,2024,130.0525,5,Prepa Langues Arabe,132.59
Universite de Tunis,10190,Sciences,2025,130.5525,5,Prepa Langues Arabe,130.0525
Universite de Tunis,10190,Sport,2023,95.5125,5,Prepa Langues Arabe,
Universite de Tunis,10190,Technique,2023,116.4933,5,Prepa Langues Arabe,
Universite de Tunis,10190,Technique,2024,98.565,5,Prepa Langues Arabe,116.4933
Universite de Tunis,10190,Technique,2025,103.6275,5,Prepa Langues Arabe,98.565
Universite de Tunis,10191,Economie,2023,130.255,5,Prepa Langues Francais,
Universite de Tunis,10191,Economie,2024,104.2824,5,Prepa Langues Francais,130.255
Universite de Tunis,10191,Economie,2025,138.1625,5,Prepa Langues Francais,104.2824
Universite de Tunis,10191,Informatique,2023,98.11,5,Prepa Langues Francais,
Universite de Tunis,10191,Informatique,2025,149.8225,5,Prepa Langues Francais,98.11
Universite de Tunis,10191,Lettres,2023,115.3425,5,Prepa Langues Francais,
Universite de Tunis,10191,Lettres,2024,113.995,5,Prepa Langues Francais,115.3425
Universite de Tunis,10191,Lettres,2025,81.5849,5,Prepa Langues Francais,113.995
Universite de Tunis,10191,Mathematiques,2023,131.575,5,Prepa Langues Francais,
Universite de Tunis,10191,Mathematiques,2024,147.4775,5,Prepa Langues Francais,131.575
Universite de Tunis,10191,Mathematiques,2025,140.105,5,Prepa Langues Francais,147.4775
Universite de Tunis,10191,Sciences,2023,129.0925,5,Prepa Langues Francais,
Universite de Tunis,10191,Sciences,2024,126.3675,5,Prepa Langues Francais,129.0925
Universite de Tunis,10191,Sciences,2025,146.6125,5,Prepa Langues Francais,126.3675
Universite de Tunis,10191,Sport,2023,150.6325,5,Prepa Langues Francais,
Universite de Tunis,10191,Sport,2024,114.44,5,Prepa Langues Francais,150.6325
Universite de Tunis,10191,Technique,2023,125.8875,5,Prepa Langues Francais,
Universite de Tunis,10191,Technique,2024,114.76,5,Prepa Langues Francais,125.8875
Universite de Tunis,10191,Technique,2025,128.145,5,Prepa Langues Francais,114.76
Universite de Tunis,10192,Economie,2023,110.1393,5,Prepa Langues Anglais,
Universite de Tunis,10192,Economie,2024,126.95,5,Prepa Langues Anglais,110.1393
Universite de Tunis,10192,Economie,2025,112.7825,5,Prepa Langues Anglais,126.95
Universite de Tunis,10192,Informatique,2023,117.9975,5,Prepa Langues Anglais,
Universite de Tunis,10192,Informatique,2024,118.2925,5,Prepa Langues Anglais,117.9975
Universite de Tunis,10192,Informatique,2025,114.77,5,Prepa Langues Anglais,118.2925
Universite de Tunis,10192,Lettres,2023,144.54,5,Prepa Langues Anglais,
Universite de Tunis,10192,Lettres,2024,150.6825,5,Prepa Langues Anglais,144.54
Universite de Tunis,10192,Lettres,2025,144.0325,5,Prepa Langues Anglais,150.6825
Universite de Tunis,10192,Mathematiques,2023,128.7575,5,Prepa Langues Anglais,
Universite de Tunis,10192,Mathematiques,2024,121.8325,5,Prepa Langues Anglais,128.7575
Universite de Tunis,10192,Mathematiques,2025,165.5825,5,Prepa Langues Anglais,121.8325
Universite de Tunis,10192,Sciences,2023,128.14,5,Prepa Langues Anglais,
Universite de Tunis,10192,Sciences,2024,153.1,5,Prepa Langues Anglais,128.14
Universite de Tunis,10192,Sciences,2025,155.015,5,Prepa Langues Anglais,153.1
Universite de Tunis,10192,Sport,2023,140.5875,5,Prepa Langues Anglais,
Universite de Tunis,10192,Sport,2024,137.805,5,Prepa Langues Anglais,140.5875
Universite de Tunis,10192,Sport,2025,164.6475,5,Prepa Langues Anglais,137.805
Universite de Tunis,10192,Technique,2023,118.0075,5,Prepa Langues Anglais,
Universite de Tunis,10192,Technique,2024,131.98,5,Prepa Langues Anglais,118.0075
Universite de Tunis,10192,Technique,2025,145.68,5,Prepa Langues Anglais,131.98
Universite de Tunis,10193,Economie,2023,137.335,5,Prepa Sciences Humaines Histoire,
Universite de Tunis,10193,Economie,2024,122.1425,5,Prepa Sciences Humaines Histoire,137.335
Universite de Tunis,10193,Economie,2025,120.04,5,Prepa Sciences Humaines Histoire,122.1425
Universite de Tunis,10193,Informatique,2023,91.965,5,Prepa Sciences Humaines Histoire,
Universite de Tunis,10193,Informatique,2025,89.73,5,Prepa Sciences Humaines Histoire,91.965
Universite de Tunis,10193,Lettres,2023,94.4577,5,Prepa Sciences Humaines Histoire,
Universite de Tunis,10193,Lettres,2024,91.4275,5,Prepa Sciences Humaines Histoire,94.4577
Universite de Tunis,10193,Lettres,2025,90.0934,5,Prepa Sciences Humaines Histoire,91.4275
Universite de Tunis,10193,Sciences,2023,97.6601,5,Prepa Sciences Humaines Histoire,
Universite de Tunis,10193,Sciences,2024,108.39,5,Prepa Sciences Humaines Histoire,97.6601
Universite de Tunis,10193,Sciences,2025,111.85,5,Prepa Sciences Humaines Histoire,108.39
Universite de Tunis,10193,Sport,2023,128.0925,5,Prepa Sciences Humaines Histoire,
Universite de Tunis,10193,Sport,2024,129.86,5,Prepa Sciences Humaines Histoire,128.0925
Universite de Tunis,10193,Technique,2024,96.4959,5,Prepa Sciences Humaines Histoire,
Universite de Tunis,10194,Economie,2023,136.455,6,Prepa Sciences Humaines Geographie,
Universite de Tunis,10194,Economie,2024,131.635,6,Prepa Sciences Humaines Geographie,136.455
Universite de Tunis,10194,Economie,2025,133.01,6,Prepa Sciences Humaines Geographie,131.635
Universite de Tunis,10194,Lettres,2023,92.3425,6,Prepa Sciences Humaines Geographie,
Universite de Tunis,10194,Lettres,2024,89.446,6,Prepa Sciences Humaines Geographie,92.3425
Universite de Tunis,10194,Lettres,2025,86.5518,6,Prepa Sciences Humaines Geographie,89.446
Universite de Tunis,10194,Sciences,2023,109.4309,6,Prepa Sciences Humaines Geographie,
Universite de Tunis,10194,Sciences,2024,111.5975,6,Prepa Sciences Humaines Geographie,109.4309
Universite de Tunis,10194,Sciences,2025,105.3216,6,Prepa Sciences Humaines Geographie,111.5975
Universite de Tunis,10195,Economie,2023,96.7217,6,Prepa Sciences Humaines Philosophie,
Universite de Tunis,10195,Economie,2024,115.5875,6,Prepa Sciences Humaines Philosophie,96.7217
Universite de Tunis,10195,Economie,2025,93.6709,6,Prepa Sciences Humaines Philosophie,115.5875
Universite de Tunis,10195,Lettres,2023,91.78,6,Prepa Sciences Humaines Philosophie,
Universite de Tunis,10195,Lettres,2024,93.415,6,Prepa Sciences Humaines Philosophie,91.78
Universite de Tunis,10195,Lettres,2025,87.5744,6,Prepa Sciences Humaines Philosophie,93.415
Universite de Tunis,10195,Mathematiques,2025,98.2175,6,Prepa Sciences Humaines Philosophie,
Universite de Tunis,10195,Sciences,2023,114.635,6,Prepa Sciences Humaines Philosophie,
Universite de Tunis,10195,Sciences,2024,111.0619,6,Prepa Sciences Humaines Philosophie,114.635
Universite de Tunis,10195,Sciences,2025,103.8358,6,Prepa Sciences Humaines Philosophie,111.0619
Universite de Tunis,10195,Technique,2023,109.3125,6,Prepa Sciences Humaines Philosophie,
Universite de Tunis,10195,Technique,2024,100.0216,6,Prepa Sciences Humaines Philosophie,109.3125
Universite de Tunis,10200,Economie,2023,74.6782,3,Licence Musique,
Universite de Tunis,10200,Economie,2024,77.1551,3,Licence Musique,74.6782
Universite de Tunis,10200,Economie,2025,79.24,3,Licence Musique,77.1551
Universite de Tunis,10200,Informatique,2023,81.7415,3,Licence Musique,
Universite de Tunis,10200,Informatique,2024,88.4485,3,Licence Musique,81.7415
Universite de Tunis,10200,Informatique,2025,90.3952,3,Licence Musique,88.4485
Universite de Tunis,10200,Lettres,2023,98.52,3,Licence Musique,
Universite de Tunis,10200,Lettres,2024,96.9936,3,Licence Musique,98.52
Universite de Tunis,10200,Lettres,2025,96.3101,3,Licence Musique,96.9936
Universite de Tunis,10200,Mathematiques,2024,107.065,3,Licence Musique,
Universite de Tunis,10200,Mathematiques,2025,109.565,3,Licence Musique,107.065
Universite de Tunis,10200,Sciences,2023,101.16,3,Licence Musique,
Universite de Tunis,10200,Sciences,2024,107.5869,3,Licence Musique,101.16
Universite de Tunis,10200,Sciences,2025,106.915,3,Licence Musique,107.5869
Universite de Tunis,10200,Sport,2023,109.145,3,Licence Musique,
Universite de Tunis,10200,Sport,2024,92.6418,3,Licence Musique,109.145
Universite de Tunis,10200,Sport,2025,90.435,3,Licence Musique,92.6418
Universite de Tunis,10200,Technique,2023,82.7352,3,Licence Musique,
Universite de Tunis,10200,Technique,2024,78.0882,3,Licence Musique,82.7352
Universite de Tunis,10200,Technique,2025,94.6118,3,Licence Musique,78.0882
Universite de Tunis,10201,Economie,2023,74.4368,3,Licence Theatre,
Universite de Tunis,10201,Economie,2024,74.934,3,Licence Theatre,74.4368
Universite de Tunis,10201,Economie,2025,80.4982,3,Licence Theatre,74.934
Universite de Tunis,10201,Informatique,2023,99.4318,3,Licence Theatre,
Universite de Tunis,10201,Informatique,2024,99.6152,3,Licence Theatre,99.4318
Universite de Tunis,10201,Informatique,2025,107.5973,3,Licence Theatre,99.6152
Universite de Tunis,10201,Lettres,2023,83.6598,3,Licence Theatre,
Universite de Tunis,10201,Lettres,2024,98.275,3,Licence Theatre,83.6598
Universite de Tunis,10201,Lettres,2025,79.0569,3,Licence Theatre,98.275
Universite de Tunis,10201,Mathematiques,2023,130.5989,3,Licence Theatre,
Universite de Tunis,10201,Mathematiques,2024,125.98,3,Licence Theatre,130.5989
Universite de Tunis,10201,Mathematiques,2025,107.0962,3,Licence Theatre,125.98
Universite de Tunis,10201,Sciences,2023,106.765,3,Licence Theatre,
Universite de Tunis,10201,Sciences,2024,110.59,3,Licence Theatre,106.765
Universite de Tunis,10201,Sciences,2025,112.0827,3,Licence Theatre,110.59
Universite de Tunis,10201,Sport,2023,102.405,3,Licence Theatre,
Universite de Tunis,10201,Sport,2024,84.5751,3,Licence Theatre,102.405
Universite de Tunis,10201,Sport,2025,165.6895,3,Licence Theatre,84.5751
Universite de Tunis,10201,Technique,2023,80.2072,3,Licence Theatre,
Universite de Tunis,10201,Technique,2024,105.914,3,Licence Theatre,80.2072
Universite de Tunis,10201,Technique,2025,93.7586,3,Licence Theatre,105.914
Universite de Tunis,10202,Economie,2023,85.6269,2,Licence Arts Plastiques,
Universite de Tunis,10202,Economie,2024,74.1153,2,Licence Arts Plastiques,85.6269
Universite de Tunis,10202,Economie,2025,76.9367,2,Licence Arts Plastiques,74.1153
Universite de Tunis,10202,Informatique,2023,71.9832,2,Licence Arts Plastiques,
Universite de Tunis,10202,Informatique,2024,91.1105,2,Licence Arts Plastiques,71.9832
Universite de Tunis,10202,Informatique,2025,89.8033,2,Licence Arts Plastiques,91.1105
Universite de Tunis,10202,Lettres,2023,89.5235,2,Licence Arts Plastiques,
Universite de Tunis,10202,Lettres,2024,92.302,2,Licence Arts Plastiques,89.5235
Universite de Tunis,10202,Lettres,2025,91.4389,2,Licence Arts Plastiques,92.302
Universite de Tunis,10202,Mathematiques,2023,114.4098,2,Licence Arts Plastiques,
Universite de Tunis,10202,Mathematiques,2024,109.1318,2,Licence Arts Plastiques,114.4098
Universite de Tunis,10202,Mathematiques,2025,96.57,2,Licence Arts Plastiques,109.1318
Universite de Tunis,10202,Sciences,2023,105.791,2,Licence Arts Plastiques,
Universite de Tunis,10202,Sciences,2024,112.05,2,Licence Arts Plastiques,105.791
Universite de Tunis,10202,Sciences,2025,116.3668,2,Licence Arts Plastiques,112.05
Universite de Tunis,10202,Sport,2023,113.5217,2,Licence Arts Plastiques,
Universite de Tunis,10202,Sport,2024,107.2782,2,Licence Arts Plastiques,113.5217
Universite de Tunis,10202,Technique,2023,87.683,2,Licence Arts Plastiques,
Universite de Tunis,10202,Technique,2024,73.2119,2,Licence Arts Plastiques,87.683
Universite de Tunis,10202,Technique,2025,86.0769,2,Licence Arts Plastiques,73.2119
Universite de Tunis,10203,Economie,2023,175.1,21,Licence Architecture,
Universite de Tunis,10203,Economie,2024,172.855,21,Licence Architecture,175.1
Universite de Tunis,10203,Economie,2025,173.28,21,Licence Architecture,172.855
Universite de Tunis,10203,Informatique,2023,134.73,21,Licence Architecture,
Universite de Tunis,10203,Informatique,2024,140.21,21,Licence Architecture,134.73
Universite de Tunis,10203,Informatique,2025,140.18,21,Licence Architecture,140.21
Universite de Tunis,10203,Lettres,2023,158.29,21,Licence Architecture,
Universite de Tunis,10203,Lettres,2024,155.16,21,Licence Architecture,158.29
Universite de Tunis,10203,Lettres,2025,161.135,21,Licence Architecture,155.16
Universite de Tunis,10203,Mathematiques,2023,124.32,21,Licence Architecture,
Universite de Tunis,10203,Mathematiques,2024,148.64,21,Licence Architecture,124.32
Universite de Tunis,10203,Mathematiques,2025,152.75,21,Licence Architecture,148.64
Universite de Tunis,10203,Sciences,2023,142.86,21,Licence Architecture,
Universite de Tunis,10203,Sciences,2024,147.33,21,Licence Architecture,142.86
Universite de Tunis,10203,Sciences,2025,156.045,21,Licence Architecture,147.33
Universite de Tunis,10203,Sport,2023,174.915,21,Licence Architecture,
Universite de Tunis,10203,Sport,2024,181.31,21,Licence Architecture,174.915
Universite de Tunis,10203,Sport,2025,176.79,21,Licence Architecture,181.31
Universite de Tunis,10203,Technique,2023,134.355,21,Licence Architecture,
Universite de Tunis,10203,Technique,2024,144.905,21,Licence Architecture,134.355
Universite de Tunis,10203,Technique,2025,151.475,21,Licence Architecture,144.905
Universite de Tunis,10207,Economie,2023,107.2782,3,Licence Design Espace,
Universite de Tunis,10207,Economie,2024,115.72,3,Licence Design Espace,107.2782
Universite de Tunis,10207,Economie,2025,109.117,3,Licence Design Espace,115.72
Universite de Tunis,10207,Informatique,2023,109.0223,3,Licence Design Espace,
Universite de Tunis,10207,Informatique,2024,109.0849,3,Licence Design Espace,109.0223
Universite de Tunis,10207,Informatique,2025,109.3291,3,Licence Design Espace,109.0849
Universite de Tunis,10207,Lettres,2023,115.72,3,Licence Design Espace,
Universite de Tunis,10207,Lettres,2024,133.5467,3,Licence Design Espace,115.72
Universite de Tunis,10207,Lettres,2025,126.6345,3,Licence Design Espace,133.5467
Universite de Tunis,10207,Mathematiques,2023,94.66,3,Licence Design Espace,
Universite de Tunis,10207,Mathematiques,2024,145.3595,3,Licence Design Espace,94.66
Universite de Tunis,10207,Mathematiques,2025,141.7536,3,Licence Design Espace,145.3595
Universite de Tunis,10207,Sciences,2023,136.245,3,Licence Design Espace,
Universite de Tunis,10207,Sciences,2024,137.5646,3,Licence Design Espace,136.245
Universite de Tunis,10207,Sciences,2025,147.615,3,Licence Design Espace,137.5646
Universite de Tunis,10207,Sport,2023,175.1911,3,Licence Design Espace,
Universite de Tunis,10207,Sport,2024,183.5478,3,Licence Design Espace,175.1911
Universite de Tunis,10207,Sport,2025,174.9236,3,Licence Design Espace,183.5478
Universite de Tunis,10207,Technique,2023,104.603,3,Licence Design Espace,
Universite de Tunis,10207,Technique,2024,117.5342,3,Licence Design Espace,104.603
Universite de Tunis,10207,Technique,2025,120.5783,3,Licence Design Espace,117.5342
Universite de Tunis,10208,Economie,2023,92.3838,3,Licence Design Produit,
Universite de Tunis,10208,Economie,2024,98.2902,3,Licence Design Produit,92.3838
Universite de Tunis,10208,Economie,2025,97.2489,3,Licence Design Produit,98.2902
Universite de Tunis,10208,Informatique,2023,103.0571,3,Licence Design Produit,
Universite de Tunis,10208,Informatique,2024,101.0829,3,Licence Design Produit,103.0571
Universite de Tunis,10208,Informatique,2025,103.145,3,Licence Design Produit,101.0829
Universite de Tunis,10208,Lettres,2023,113.9283,3,Licence Design Produit,
Universite de Tunis,10208,Lettres,2024,111.2152,3,Licence Design Produit,113.9283
Universite de Tunis,10208,Lettres,2025,137.4736,3,Licence Design Produit,111.2152
Universite de Tunis,10208,Mathematiques,2024,118.7433,3,Licence Design Produit,
Universite de Tunis,10208,Mathematiques,2025,120.5088,3,Licence Design Produit,118.7433
Universite de Tunis,10208,Sciences,2023,116.1325,3,Licence Design Produit,
Universite de Tunis,10208,Sciences,2024,106.2455,3,Licence Design Produit,116.1325
Universite de Tunis,10208,Sciences,2025,134.071,3,Licence Design Produit,106.2455
Universite de Tunis,10208,Sport,2023,172.7676,3,Licence Design Produit,
Universite de Tunis,10208,Sport,2024,115.2979,3,Licence Design Produit,172.7676
Universite de Tunis,10208,Sport,2025,111.7187,3,Licence Design Produit,115.2979
Universite de Tunis,10208,Technique,2023,81.4734,3,Licence Design Produit,
Universite de Tunis,10208,Technique,2024,96.62,3,Licence Design Produit,81.4734
Universite de Tunis,10208,Technique,2025,99.7936,3,Licence Design Produit,96.62
Universite de Tunis,10209,Economie,2023,88.7298,3,Licence Design Image,
